Year,Region,Agency Name,City,County,State,Attendance,Rescues - Total,Rescue - Rip,Rescue - Surf,Rescue - Swift,Rescues - Scuba,Primary Cause of Rescue - Others,Rescue - Cliff,Boat Rescues - Rescues,Boat Rescues - Passengers,Boat Rescues - Value,Boat Assists - Rescues,Boat Assists - Passengers,Boat Assists - Value,Prevents,Medical Aids - Total,Medical Aids - Major,Medical Aids - Minor,Drowning Deaths (Unguarded) - Total,Drowning Deaths (Unguarded) - Rip,Drowning Deaths (Unguarded) - Surf,Drowning Deaths (Unguarded) - Scuba,Drowning Deaths (Unguarded) - Drop-Off,Drowning Deaths (Unguarded) - Alc/Drugs,Drowning Deaths (Unguarded) - Ability,Drowning Deaths (Unguarded) - Floatation,Drowning Deaths (Unguarded) - Other,Drowning Deaths (Guarded) - Total,Drowning Deaths (Guarded) - Rip,Drowning Deaths (Guarded) - Surf,Drowning Deaths (Guarded) - Scuba,Drowning Deaths (Guarded) - Drop-Off,Drowning Deaths (Guarded) - Alc/Drugs,Drowning Deaths (Guarded) - Ability,Drowning Deaths (Guarded) - Floatation,Drowning Deaths (Guarded) - Other,Other Fatalities,Enforcements - Total,Enforcements - Warnings,Enforcements - Boat/PWC,Enforcements - Citations,Enforcements - Arrests,Lost/Found Persons,Public Education - Lectures,Public Education - Students,Demographics - Miles Guarded,Demographics - Miles Not Guarded,Demographics - Full-Time Employees,Demographics - Part-Time Employees,Demographics - Jr. Guards,Demographics - Agency Water Is,Demographics - Agency Coverage,Demographics - Avg. Weekday Towers Staffed,Demographics - Avg. Weekend Towers Staffed,Demographics - Avg. Distance Between Tower (yards),Demographics - # Rescue Vehicles,Demographics - Boat < 15,Demographics - Boat 15+,Demographics - PWC,Demographics - Non Motorized Rescue Craft
2007,South-Atlantic,"Neptune Beach Lifeguards, Florida",Neptune Beach,Duval County,Florida,"75,123",37,25,12,0,0,,0,0,0,0,0,0,0,256,163,6,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,5,0,2,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,South-Atlantic,"Neptune Beach Lifeguards, Florida",Neptune Beach,Duval County,Florida,"164,423",28,19,9,0,0,0,0,0,0,0,0,0,0,137,56,10,46,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,6,2,10,1,24,1,30,2,0,10,15,0,Ocean,Seasonal,6,6,135,3,0,0,1,1
2014,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,0,15,0,0,0,0,,0,6,0,0,12,0,0,0,36,10,26,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,1,7,7,0,-,Lake,Seasonal,3,3,200,2,0,1,1,5
2013,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,"756,024",11,0,0,0,0,,0,0,0,0,0,0,0,0,57,8,49,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,"814,159",2,0,0,0,0,,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,"804,221",9,0,0,0,0,,0,3,0,0,0,0,0,0,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,"760,193",8,0,0,0,0,,0,0,0,0,0,0,0,0,27,8,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,"722,098",0,0,0,0,0,,0,0,0,0,0,0,0,0,5,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,"848,701",15,0,0,0,0,,0,0,0,0,0,0,0,0,57,9,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,"744,509",12,0,0,0,0,,0,10,24,"24,654",3,9,0,0,69,21,48,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,"757,075",9,0,0,0,0,,0,6,25,"100,000",6,30,"100,000",50,48,5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,160,10,5,2,17,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,"800,076",10,0,0,0,1,,0,3,5,"100,000",2,4,"30,000",30,70,10,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,172,160,4,2,6,6,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,"907,385",14,0,0,0,0,,0,1,7,0,7,0,0,0,40,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,"845,033",16,0,0,0,0,,0,4,0,0,5,0,0,0,33,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,"826,715",12,0,0,0,0,,0,2,0,0,7,0,0,0,43,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,"793,297",16,0,0,0,0,,0,3,0,0,1,0,0,0,32,3,29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,"776,737",5,0,0,0,0,,0,3,0,0,0,0,0,0,18,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,"602,864",33,0,8,0,1,,0,4,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,"682,760",16,0,0,0,1,,0,8,0,0,0,0,0,0,23,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,"694,446",54,0,0,0,3,,0,2,0,0,6,0,0,0,25,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,"770,084",7,0,0,0,1,,0,4,0,0,3,0,0,0,13,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,"753,946",5,0,0,0,1,,0,3,4,0,0,0,0,0,13,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,"707,166",16,0,0,0,0,,0,1,0,0,0,0,0,0,6,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,"681,831",14,0,0,0,0,,0,3,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,Northwest,Nevada State Parks,Lake Tahoe,Placer County,Nevada,"637,688",19,0,0,0,0,,0,2,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,0,-,Lake,Seasonal,1,3,200,1,0,1,1,5
2023,New England,New Hampshire State Beach Patrol,New Hampshire State,New Hampshire State,New Hampshire,"3,622,150",456,415,40,0,0,1,0,0,0,0,1,6,"750,000","15,150",694,49,645,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,"9,324","9,300",0,0,24,213,9,"2,515",5,6,64,17,0,Ocean,Seasonal,29,29,250,6,0,0,2,15
2022,Southeast,"Hallandale Beach Lifeguards, City of, Florida",Hallandale Beach,Broward County,Florida,"837,111",13,13,0,0,0,0,0,0,0,0,0,0,0,"20,162","5,198",5,"5,193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,727","17,727",0,0,0,66,2,30,1,0,6,4,0,Ocean,Year Round,4,4,300,4,0,0,1,6
2021,New England,New Hampshire State Beach Patrol,New Hampshire State,New Hampshire State,New Hampshire,"3,650,000",220,190,30,0,0,,0,0,0,$0,1,4,"$8,500","9,945",735,46,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,759","6,759",0,0,0,185,3,550,4,2,65,10,-,Ocean,Seasonal,28,28,250,4,0,0,2,12
2020,New England,New Hampshire State Beach Patrol,New Hampshire State,New Hampshire State,New Hampshire,"3,850,000",538,423,115,0,0,,0,0,0,0,0,0,0,"15,015",790,75,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,964","7,964",0,0,0,381,4,"1,625",4,2,62,8,-,Ocean,Seasonal,28,28,250,4,0,0,2,12
2019,New England,New Hampshire State Beach Patrol,New Hampshire State,New Hampshire State,New Hampshire,"3,750,000",128,105,23,0,0,,0,0,0,0,0,0,0,"9,850",580,65,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,714","2,714",0,0,0,430,10,"1,895",4,2,58,12,-,Ocean,Seasonal,26,26,250,4,0,0,2,11
2018,New England,New Hampshire State Beach Patrol,New Hampshire State,New Hampshire State,New Hampshire,"3,600,000",197,151,46,0,0,,0,1,1,"1,500",0,0,0,"9,715",530,45,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,863","1,863",0,0,0,200,3,"1,515",4,2,55,13,-,Ocean,Seasonal,26,26,250,3,0,0,2,9
2017,New England,New Hampshire State Beach Patrol,New Hampshire State,New Hampshire State,New Hampshire,"3,650,000",345,315,30,0,0,,0,0,0,0,0,0,0,"9,515",413,22,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1,528","1,528",0,0,0,388,2,"1,115",4,2,55,10,-,Ocean,Seasonal,26,26,250,3,0,0,2,9
2016,New England,New Hampshire State Beach Patrol,New Hampshire State,New Hampshire State,New Hampshire,"3,750,000",142,120,22,0,0,,0,1,0,"5,250",0,0,0,"8,975",456,41,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,768","1,768",0,0,0,349,3,"1,215",3,1,44,7,-,Ocean,Seasonal,24,24,250,3,0,0,1,8
2015,New England,New Hampshire State Beach Patrol,New Hampshire State,New Hampshire State,New Hampshire,"3,500,000",230,212,18,0,0,,0,0,0,0,0,0,0,"9,870",614,27,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,579","1,579",0,0,0,345,1,13,3,1,42,9,-,Ocean,Seasonal,23,23,250,3,0,0,1,7
2014,New England,New Hampshire State Beach Patrol,New Hampshire State,New Hampshire State,New Hampshire,"1,500,000",85,57,28,0,0,,0,0,0,0,0,0,0,"4,550",572,30,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,273,0,0,0,415,1,25,3,1,33,10,-,Ocean,Seasonal,23,23,250,3,0,0,1,6
2013,New England,New Hampshire State Beach Patrol,New Hampshire State,New Hampshire State,New Hampshire,"1,200,000",32,18,14,0,0,,0,0,0,0,0,0,0,"5,282",259,33,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,215,0,0,0,268,0,0,3,1,33,10,-,Ocean,Seasonal,23,23,250,3,0,0,1,5
2017,Mid-Atlantic,"New Jersey State Park Service, Ocean Beaches, New Jersey",New Jersey State Park Service,New Jersey State Park Service,New Jersey,0,51,37,9,0,0,,0,0,0,0,0,0,0,"44,206","1,065",53,"1,012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,2,"1,000",300,0,-,Ocean & Lake,Seasonal,15,20,10,12,3,3,3,25
2016,Mid-Atlantic,"New Jersey State Park Service, Ocean Beaches, New Jersey",New Jersey State Park Service,New Jersey State Park Service,New Jersey,"750,000",15,0,0,0,0,,0,0,0,0,0,0,0,"20,724",480,7,473,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"1,919","1,919",0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Mid-Atlantic,"New Jersey State Park Service, Ocean Beaches, New Jersey",New Jersey State Park Service,New Jersey State Park Service,New Jersey,"682,000",175,141,0,0,0,,0,0,0,0,0,0,0,"37,384","1,418",23,"1,395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Mid-Atlantic,"New Jersey State Park Service, Ocean Beaches, New Jersey",New Jersey State Park Service,New Jersey State Park Service,New Jersey,"61,894",304,53,0,0,0,,0,0,0,0,0,0,0,"32,791",801,21,780,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,1,21,55,10,-,Ocean,Seasonal,12,14,100,3,0,0,2,12
2013,Mid-Atlantic,"New Jersey State Park Service, Ocean Beaches, New Jersey",New Jersey State Park Service,New Jersey State Park Service,New Jersey,"873,000",59,45,14,0,0,,0,0,0,0,0,0,0,"20,433",269,30,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,1,21,55,10,-,Ocean,Seasonal,12,14,100,0,0,0,0,12
2012,Mid-Atlantic,"New Jersey State Park Service, Ocean Beaches, New Jersey",New Jersey State Park Service,New Jersey State Park Service,New Jersey,"950,000",107,52,55,0,0,,0,0,0,0,0,0,0,"26,410",621,42,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,1,21,55,10,-,Ocean,Seasonal,12,14,100,3,0,0,0,12
2011,Mid-Atlantic,"New Jersey State Park Service, Ocean Beaches, New Jersey",New Jersey State Park Service,New Jersey State Park Service,New Jersey,"939,694",72,22,22,0,0,,0,0,0,0,0,0,0,"23,647",665,36,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Mid-Atlantic,"New Jersey State Park Service, Ocean Beaches, New Jersey",New Jersey State Park Service,New Jersey State Park Service,New Jersey,"576,540",34,26,8,0,0,,0,0,0,0,0,0,0,"23,909",486,28,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Mid-Atlantic,"New Jersey State Park Service, Ocean Beaches, New Jersey",New Jersey State Park Service,New Jersey State Park Service,New Jersey,"461,232",106,67,39,0,0,,0,0,0,0,0,0,0,"20,000",642,27,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Mid-Atlantic,"New Jersey State Park Service, Ocean Beaches, New Jersey",New Jersey State Park Service,New Jersey State Park Service,New Jersey,"911,413",124,109,15,0,0,,0,0,0,0,0,0,0,"16,477",927,20,907,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Mid-Atlantic,"New Jersey State Park Service, Ocean Beaches, New Jersey",New Jersey State Park Service,New Jersey State Park Service,New Jersey,"370,857",70,65,5,0,0,,0,0,0,0,0,0,0,"21,990",849,29,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,1,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,Mid-Atlantic,"New Jersey State Park Service, Ocean Beaches, New Jersey",New Jersey State Park Service,New Jersey State Park Service,New Jersey,"363,194",76,14,62,0,0,,0,0,0,0,0,0,0,"20,582",594,24,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,Mid-Atlantic,"New Jersey State Park Service, Ocean Beaches, New Jersey",New Jersey State Park Service,New Jersey State Park Service,New Jersey,"457,100",96,26,70,0,0,,0,0,0,0,0,0,0,"36,869",720,20,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,Mid-Atlantic,"New Jersey State Park Service, Ocean Beaches, New Jersey",New Jersey State Park Service,New Jersey State Park Service,New Jersey,"964,447",157,0,0,0,0,,0,0,0,0,0,0,0,"79,793","1,551",49,"1,502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,213","3,213",0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Mid-Atlantic,"New Jersey State Park Service, Ocean Beaches, New Jersey",New Jersey State Park Service,New Jersey State Park Service,New Jersey,"1,130,048",130,0,0,0,0,,0,0,0,0,0,0,0,"59,522","1,734",60,"1,674",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,807","5,807",0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Mid-Atlantic,"New Jersey State Park Service, Ocean Beaches, New Jersey",New Jersey State Park Service,New Jersey State Park Service,New Jersey,"1,050,081",306,0,0,0,0,,0,0,0,0,0,0,0,"72,273","2,179",81,"2,098",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Mid-Atlantic,"New Jersey State Park Service, Ocean Beaches, New Jersey",New Jersey State Park Service,New Jersey State Park Service,New Jersey,"1,147,958",23,0,0,0,0,,0,0,0,0,0,0,0,"55,594","1,798",75,"1,723",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,940,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Mid-Atlantic,"New Jersey State Park Service, Ocean Beaches, New Jersey",New Jersey State Park Service,New Jersey State Park Service,New Jersey,"1,108,194",54,0,0,0,0,,0,0,0,0,0,0,0,"53,852","1,547",75,"1,472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,715","1,715",0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Mid-Atlantic,"New Jersey State Park Service, Ocean Beaches, New Jersey",New Jersey State Park Service,New Jersey State Park Service,New Jersey,"589,762",19,0,0,0,0,,0,0,0,0,0,0,0,0,"2,200","2,200",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,714,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Mid-Atlantic,"New Jersey State Park Service, Ocean Beaches, New Jersey",New Jersey State Park Service,New Jersey State Park Service,New Jersey,"546,522",163,0,0,0,0,,0,0,0,0,0,0,0,"48,655","1,507","1,507",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
